HistoryID,CaseMasterID,CaseStatusID,ChangedByEmployeeID,ChangeDate,Remarks
6961,2471,1,193,2024-01-10,Case registered
6962,2471,2,193,2024-02-02,Investigation taken up
6963,2471,5,193,2024-03-20,Status updated to Closed - Convicted
6964,2472,1,130,2024-11-15,Case registered
6965,2472,2,130,2024-12-04,Investigation taken up
6966,2472,8,130,2024-12-27,Status updated to Closed - Undetected
6967,2473,1,283,2025-09-11,Case registered
6968,2473,2,283,2025-09-20,Investigation taken up
6969,2473,3,283,2026-02-25,Status updated to Charge Sheeted
6970,2474,1,26,2026-03-08,Case registered
6971,2474,2,26,2026-04-01,Investigation taken up
6972,2474,3,26,2026-06-12,Status updated to Charge Sheeted
6973,2475,1,87,2026-05-20,Case registered
6974,2475,2,87,2026-06-01,Investigation taken up
6975,2476,1,145,2025-12-10,Case registered
6976,2476,2,145,2026-01-02,Investigation taken up
6977,2476,3,145,2026-01-26,Status updated to Charge Sheeted
6978,2477,1,28,2026-05-11,Case registered
6979,2477,2,28,2026-06-08,Investigation taken up
6980,2477,3,28,2026-12-01,Status updated to Charge Sheeted
6981,2478,1,173,2025-10-15,Case registered
6982,2478,2,173,2025-11-01,Investigation taken up
6983,2478,4,173,2026-01-12,Status updated to Pending Trial
6984,2479,1,167,2026-01-20,Case registered
6985,2479,2,167,2026-02-09,Investigation taken up
6986,2479,4,167,2026-09-24,Status updated to Pending Trial
6987,2480,1,64,2024-07-05,Case registered
6988,2480,2,64,2024-08-04,Investigation taken up
6989,2480,5,64,2025-04-27,Status updated to Closed - Convicted
6990,2481,1,166,2024-11-12,Case registered
6991,2481,2,166,2024-11-30,Investigation taken up
6992,2481,5,166,2025-06-22,Status updated to Closed - Convicted
6993,2482,1,323,2025-03-06,Case registered
6994,2482,2,323,2025-03-30,Investigation taken up
6995,2482,5,323,2025-09-29,Status updated to Closed - Convicted
6996,2483,1,279,2024-10-08,Case registered
6997,2483,2,279,2024-10-22,Investigation taken up
6998,2483,5,279,2025-04-16,Status updated to Closed - Convicted
6999,2484,1,101,2025-10-08,Case registered
7000,2484,2,101,2025-10-28,Investigation taken up
7001,2484,3,101,2026-03-25,Status updated to Charge Sheeted
7002,2485,1,388,2024-07-03,Case registered
7003,2485,2,388,2024-07-11,Investigation taken up
7004,2485,7,388,2025-02-26,Status updated to Closed - False Case
7005,2486,1,213,2025-11-17,Case registered
7006,2486,2,213,2025-12-14,Investigation taken up
7007,2486,3,213,2026-07-18,Status updated to Charge Sheeted
7008,2487,1,426,2026-01-23,Case registered
7009,2487,2,426,2026-02-13,Investigation taken up
7010,2487,3,426,2026-08-08,Status updated to Charge Sheeted
7011,2488,1,185,2025-12-11,Case registered
7012,2488,2,185,2026-01-01,Investigation taken up
7013,2488,3,185,2026-09-11,Status updated to Charge Sheeted
7014,2489,1,259,2024-08-23,Case registered
7015,2489,2,259,2024-08-29,Investigation taken up
7016,2489,6,259,2025-03-01,Status updated to Closed - Acquitted
7017,2490,1,368,2025-11-20,Case registered
7018,2490,2,368,2025-11-26,Investigation taken up
7019,2490,3,368,2026-02-16,Status updated to Charge Sheeted
7020,2491,1,347,2025-12-18,Case registered
7021,2491,2,347,2025-12-27,Investigation taken up
7022,2491,8,347,2026-05-27,Status updated to Closed - Undetected
7023,2492,1,293,2024-10-25,Case registered
7024,2492,2,293,2024-11-21,Investigation taken up
7025,2492,6,293,2025-05-10,Status updated to Closed - Acquitted
7026,2493,1,406,2024-08-01,Case registered
7027,2493,2,406,2024-08-12,Investigation taken up
7028,2493,5,406,2025-04-09,Status updated to Closed - Convicted
7029,2494,1,78,2026-06-14,Case registered
7030,2495,1,138,2024-12-21,Case registered
7031,2495,2,138,2025-01-07,Investigation taken up
7032,2495,8,138,2025-07-23,Status updated to Closed - Undetected
7033,2496,1,369,2026-04-09,Case registered
7034,2496,2,369,2026-04-22,Investigation taken up
7035,2497,1,54,2024-06-24,Case registered
7036,2497,2,54,2024-07-07,Investigation taken up
7037,2497,5,54,2024-08-30,Status updated to Closed - Convicted
7038,2498,1,65,2026-05-11,Case registered
7039,2498,2,65,2026-06-05,Investigation taken up
7040,2498,3,65,2026-11-09,Status updated to Charge Sheeted
7041,2499,1,68,2024-04-03,Case registered
7042,2499,2,68,2024-04-30,Investigation taken up
7043,2499,5,68,2024-12-05,Status updated to Closed - Convicted
7044,2500,1,236,2024-12-06,Case registered
7045,2500,2,236,2024-12-14,Investigation taken up
7046,2500,5,236,2025-07-11,Status updated to Closed - Convicted
7047,2501,1,125,2024-02-28,Case registered
7048,2501,2,125,2024-03-11,Investigation taken up
7049,2501,5,125,2024-10-26,Status updated to Closed - Convicted
7050,2502,1,322,2026-03-01,Case registered
7051,2502,2,322,2026-03-27,Investigation taken up
7052,2502,3,322,2026-07-01,Status updated to Charge Sheeted
7053,2503,1,348,2024-11-09,Case registered
7054,2503,2,348,2024-11-14,Investigation taken up
7055,2503,6,348,2025-08-05,Status updated to Closed - Acquitted
7056,2504,1,419,2025-04-18,Case registered
7057,2504,2,419,2025-05-04,Investigation taken up
7058,2504,4,419,2025-10-25,Status updated to Pending Trial
7059,2505,1,74,2025-09-26,Case registered
7060,2505,2,74,2025-10-07,Investigation taken up
7061,2505,8,74,2026-01-22,Status updated to Closed - Undetected
7062,2506,1,356,2024-09-18,Case registered
7063,2506,2,356,2024-09-29,Investigation taken up
7064,2506,5,356,2025-04-28,Status updated to Closed - Convicted
7065,2507,1,164,2026-02-13,Case registered
7066,2507,2,164,2026-03-14,Investigation taken up
7067,2507,3,164,2026-08-07,Status updated to Charge Sheeted
7068,2508,1,419,2026-02-22,Case registered
7069,2508,2,419,2026-03-23,Investigation taken up
7070,2508,8,419,2026-09-30,Status updated to Closed - Undetected
7071,2509,1,251,2026-05-22,Case registered
7072,2509,2,251,2026-06-20,Investigation taken up
7073,2509,3,251,2026-09-29,Status updated to Charge Sheeted
7074,2510,1,190,2026-04-14,Case registered
7075,2510,2,190,2026-05-03,Investigation taken up
7076,2510,3,190,2027-01-08,Status updated to Charge Sheeted
7077,2511,1,11,2025-11-04,Case registered
7078,2511,2,11,2025-11-24,Investigation taken up
7079,2511,3,11,2026-08-11,Status updated to Charge Sheeted
7080,2512,1,106,2024-05-16,Case registered
7081,2512,2,106,2024-05-30,Investigation taken up
7082,2512,5,106,2024-08-19,Status updated to Closed - Convicted
7083,2513,1,330,2026-06-24,Case registered
7084,2514,1,271,2026-03-28,Case registered
7085,2514,2,271,2026-04-25,Investigation taken up
7086,2514,3,271,2026-11-09,Status updated to Charge Sheeted
7087,2515,1,210,2025-02-18,Case registered
7088,2515,2,210,2025-02-28,Investigation taken up
7089,2515,4,210,2025-04-19,Status updated to Pending Trial
7090,2516,1,420,2025-04-07,Case registered
7091,2516,2,420,2025-04-18,Investigation taken up
7092,2516,6,420,2026-01-03,Status updated to Closed - Acquitted
7093,2517,1,201,2025-12-06,Case registered
7094,2517,2,201,2025-12-14,Investigation taken up
7095,2517,3,201,2026-06-23,Status updated to Charge Sheeted
7096,2518,1,62,2026-01-16,Case registered
7097,2518,2,62,2026-02-11,Investigation taken up
7098,2518,3,62,2026-05-22,Status updated to Charge Sheeted
7099,2519,1,330,2024-04-21,Case registered
7100,2519,2,330,2024-05-04,Investigation taken up
7101,2519,7,330,2024-08-18,Status updated to Closed - False Case
7102,2520,1,129,2025-12-08,Case registered
7103,2520,2,129,2025-12-31,Investigation taken up
7104,2520,3,129,2026-05-08,Status updated to Charge Sheeted
7105,2521,1,26,2025-08-10,Case registered
7106,2521,2,26,2025-09-08,Investigation taken up
7107,2521,4,26,2025-12-02,Status updated to Pending Trial
7108,2522,1,69,2024-11-25,Case registered
7109,2522,2,69,2024-12-07,Investigation taken up
7110,2522,5,69,2025-06-04,Status updated to Closed - Convicted
7111,2523,1,155,2025-12-17,Case registered
7112,2523,2,155,2025-12-28,Investigation taken up
7113,2523,3,155,2026-09-28,Status updated to Charge Sheeted
7114,2524,1,266,2025-07-14,Case registered
7115,2524,2,266,2025-08-04,Investigation taken up
7116,2524,3,266,2025-12-02,Status updated to Charge Sheeted
7117,2525,1,3,2026-07-10,Case registered
7118,2526,1,348,2024-05-05,Case registered
7119,2526,2,348,2024-05-22,Investigation taken up
7120,2526,7,348,2024-07-31,Status updated to Closed - False Case
7121,2527,1,169,2024-03-07,Case registered
7122,2527,2,169,2024-03-22,Investigation taken up
7123,2527,5,169,2024-10-04,Status updated to Closed - Convicted
7124,2528,1,318,2026-05-23,Case registered
7125,2528,2,318,2026-06-07,Investigation taken up
7126,2528,3,318,2026-12-21,Status updated to Charge Sheeted
7127,2529,1,403,2025-11-01,Case registered
7128,2529,2,403,2025-12-01,Investigation taken up
7129,2529,4,403,2026-05-15,Status updated to Pending Trial
7130,2530,1,78,2026-02-13,Case registered
7131,2530,2,78,2026-03-09,Investigation taken up
7132,2530,3,78,2026-04-15,Status updated to Charge Sheeted
7133,2531,1,84,2025-10-08,Case registered
7134,2531,2,84,2025-10-30,Investigation taken up
7135,2531,8,84,2025-12-22,Status updated to Closed - Undetected
7136,2532,1,70,2026-04-09,Case registered
7137,2532,2,70,2026-05-08,Investigation taken up
7138,2532,3,70,2026-06-19,Status updated to Charge Sheeted
7139,2533,1,436,2024-10-25,Case registered
7140,2533,2,436,2024-11-15,Investigation taken up
7141,2533,8,436,2025-07-02,Status updated to Closed - Undetected
7142,2534,1,38,2026-04-18,Case registered
7143,2534,2,38,2026-04-23,Investigation taken up
7144,2534,3,38,2027-01-10,Status updated to Charge Sheeted
7145,2535,1,434,2026-04-28,Case registered
7146,2535,2,434,2026-05-11,Investigation taken up
7147,2536,1,56,2025-11-05,Case registered
7148,2536,2,56,2025-12-04,Investigation taken up
7149,2536,3,56,2026-05-03,Status updated to Charge Sheeted
7150,2537,1,105,2025-10-13,Case registered
7151,2537,2,105,2025-10-30,Investigation taken up
7152,2537,3,105,2026-05-18,Status updated to Charge Sheeted
7153,2538,1,292,2026-02-22,Case registered
7154,2538,2,292,2026-03-21,Investigation taken up
7155,2538,4,292,2026-04-07,Status updated to Pending Trial
7156,2539,1,46,2025-09-12,Case registered
7157,2539,2,46,2025-10-02,Investigation taken up
7158,2539,3,46,2026-05-10,Status updated to Charge Sheeted
7159,2540,1,135,2025-09-28,Case registered
7160,2540,2,135,2025-10-27,Investigation taken up
7161,2540,3,135,2026-03-02,Status updated to Charge Sheeted
7162,2541,1,44,2024-04-26,Case registered
7163,2541,2,44,2024-05-13,Investigation taken up
7164,2541,8,44,2024-10-10,Status updated to Closed - Undetected
7165,2542,1,349,2024-03-12,Case registered
7166,2542,2,349,2024-04-06,Investigation taken up
7167,2542,5,349,2024-09-07,Status updated to Closed - Convicted
7168,2543,1,280,2025-03-12,Case registered
7169,2543,2,280,2025-04-03,Investigation taken up
7170,2543,8,280,2025-05-24,Status updated to Closed - Undetected
7171,2544,1,330,2026-04-05,Case registered
7172,2544,2,330,2026-04-12,Investigation taken up
7173,2545,1,440,2026-05-19,Case registered
7174,2545,2,440,2026-05-26,Investigation taken up
7175,2545,3,440,2026-07-27,Status updated to Charge Sheeted
7176,2546,1,403,2026-02-28,Case registered
7177,2546,2,403,2026-03-10,Investigation taken up
7178,2546,8,403,2026-07-09,Status updated to Closed - Undetected
7179,2547,1,65,2025-10-26,Case registered
7180,2547,2,65,2025-11-05,Investigation taken up
7181,2547,8,65,2026-07-18,Status updated to Closed - Undetected
7182,2548,1,363,2026-02-20,Case registered
7183,2548,2,363,2026-03-17,Investigation taken up
7184,2548,4,363,2026-05-12,Status updated to Pending Trial
7185,2549,1,84,2024-10-14,Case registered
7186,2549,2,84,2024-11-04,Investigation taken up
7187,2549,5,84,2025-03-03,Status updated to Closed - Convicted
7188,2550,1,107,2025-08-11,Case registered
7189,2550,2,107,2025-09-01,Investigation taken up
7190,2550,4,107,2026-03-14,Status updated to Pending Trial
7191,2551,1,297,2025-03-08,Case registered
7192,2551,2,297,2025-03-28,Investigation taken up
7193,2551,4,297,2025-10-16,Status updated to Pending Trial
7194,2552,1,63,2026-04-23,Case registered
7195,2552,2,63,2026-05-10,Investigation taken up
7196,2553,1,432,2024-01-18,Case registered
7197,2553,2,432,2024-01-29,Investigation taken up
7198,2553,5,432,2024-05-31,Status updated to Closed - Convicted
7199,2554,1,392,2026-04-22,Case registered
7200,2554,2,392,2026-05-21,Investigation taken up
7201,2555,1,97,2025-10-27,Case registered
7202,2555,2,97,2025-11-25,Investigation taken up
7203,2555,4,97,2026-07-25,Status updated to Pending Trial
7204,2556,1,165,2025-06-05,Case registered
7205,2556,2,165,2025-06-15,Investigation taken up
7206,2556,7,165,2025-09-26,Status updated to Closed - False Case
7207,2557,1,53,2025-02-27,Case registered
7208,2557,2,53,2025-03-04,Investigation taken up
7209,2557,5,53,2025-10-06,Status updated to Closed - Convicted
7210,2558,1,353,2025-11-16,Case registered
7211,2558,2,353,2025-12-16,Investigation taken up
7212,2558,4,353,2026-02-24,Status updated to Pending Trial
7213,2559,1,398,2026-02-10,Case registered
7214,2559,2,398,2026-02-16,Investigation taken up
7215,2559,4,398,2026-10-31,Status updated to Pending Trial
7216,2560,1,381,2026-05-17,Case registered
7217,2560,2,381,2026-06-05,Investigation taken up
7218,2561,1,84,2026-04-08,Case registered
7219,2561,2,84,2026-04-13,Investigation taken up
7220,2562,1,124,2024-01-13,Case registered
7221,2562,2,124,2024-02-10,Investigation taken up
7222,2562,5,124,2024-05-06,Status updated to Closed - Convicted
7223,2563,1,6,2026-01-02,Case registered
7224,2563,2,6,2026-01-13,Investigation taken up
7225,2563,4,6,2026-03-12,Status updated to Pending Trial
7226,2564,1,173,2025-06-12,Case registered
7227,2564,2,173,2025-06-23,Investigation taken up
7228,2564,8,173,2025-11-03,Status updated to Closed - Undetected
7229,2565,1,19,2025-10-06,Case registered
7230,2565,2,19,2025-10-12,Investigation taken up
7231,2565,8,19,2026-06-29,Status updated to Closed - Undetected
7232,2566,1,62,2026-07-10,Case registered
7233,2567,1,383,2026-04-08,Case registered
7234,2567,2,383,2026-05-01,Investigation taken up
7235,2567,3,383,2026-07-11,Status updated to Charge Sheeted
7236,2568,1,403,2025-02-06,Case registered
7237,2568,2,403,2025-03-01,Investigation taken up
7238,2568,6,403,2025-09-14,Status updated to Closed - Acquitted
7239,2569,1,433,2024-04-13,Case registered
7240,2569,2,433,2024-05-07,Investigation taken up
7241,2569,6,433,2024-07-02,Status updated to Closed - Acquitted
7242,2570,1,387,2025-12-21,Case registered
7243,2570,2,387,2026-01-20,Investigation taken up
7244,2570,3,387,2026-07-15,Status updated to Charge Sheeted
7245,2571,1,141,2025-12-14,Case registered
7246,2571,2,141,2025-12-24,Investigation taken up
7247,2571,8,141,2026-10-09,Status updated to Closed - Undetected
7248,2572,1,210,2026-07-10,Case registered
7249,2573,1,172,2024-09-02,Case registered
7250,2573,2,172,2024-09-11,Investigation taken up
7251,2573,8,172,2025-02-18,Status updated to Closed - Undetected
7252,2574,1,328,2025-09-12,Case registered
7253,2574,2,328,2025-09-24,Investigation taken up
7254,2574,4,328,2025-11-12,Status updated to Pending Trial
7255,2575,1,400,2024-10-20,Case registered
7256,2575,2,400,2024-11-01,Investigation taken up
7257,2575,5,400,2025-07-12,Status updated to Closed - Convicted
7258,2576,1,100,2026-01-14,Case registered
7259,2576,2,100,2026-01-31,Investigation taken up
7260,2576,8,100,2026-02-26,Status updated to Closed - Undetected
7261,2577,1,75,2026-07-10,Case registered
7262,2578,1,12,2025-03-03,Case registered
7263,2578,2,12,2025-03-19,Investigation taken up
7264,2578,5,12,2025-07-16,Status updated to Closed - Convicted
7265,2579,1,381,2025-11-07,Case registered
7266,2579,2,381,2025-11-22,Investigation taken up
7267,2579,8,381,2026-08-31,Status updated to Closed - Undetected
7268,2580,1,2,2026-05-27,Case registered
7269,2580,2,2,2026-06-14,Investigation taken up
7270,2580,3,2,2026-11-04,Status updated to Charge Sheeted
7271,2581,1,238,2025-02-23,Case registered
7272,2581,2,238,2025-03-15,Investigation taken up
7273,2581,7,238,2025-04-01,Status updated to Closed - False Case
7274,2582,1,237,2024-04-11,Case registered
7275,2582,2,237,2024-05-01,Investigation taken up
7276,2582,6,237,2024-09-07,Status updated to Closed - Acquitted
7277,2583,1,58,2026-03-22,Case registered
7278,2583,2,58,2026-04-02,Investigation taken up
7279,2584,1,362,2025-10-03,Case registered
7280,2584,2,362,2025-10-23,Investigation taken up
7281,2584,4,362,2025-12-19,Status updated to Pending Trial
7282,2585,1,30,2024-05-27,Case registered
7283,2585,2,30,2024-06-22,Investigation taken up
7284,2585,8,30,2024-07-09,Status updated to Closed - Undetected
7285,2586,1,63,2026-04-07,Case registered
7286,2586,2,63,2026-05-07,Investigation taken up
7287,2586,3,63,2027-01-20,Status updated to Charge Sheeted
7288,2587,1,378,2024-03-18,Case registered
7289,2587,2,378,2024-03-25,Investigation taken up
7290,2587,6,378,2024-05-04,Status updated to Closed - Acquitted
7291,2588,1,439,2026-04-23,Case registered
7292,2588,2,439,2026-05-12,Investigation taken up
7293,2588,3,439,2026-08-26,Status updated to Charge Sheeted
7294,2589,1,73,2025-03-05,Case registered
7295,2589,2,73,2025-03-22,Investigation taken up
7296,2589,8,73,2025-09-25,Status updated to Closed - Undetected
7297,2590,1,362,2024-09-12,Case registered
7298,2590,2,362,2024-09-19,Investigation taken up
7299,2590,7,362,2024-11-10,Status updated to Closed - False Case
7300,2591,1,219,2025-12-15,Case registered
7301,2591,2,219,2026-01-08,Investigation taken up
7302,2591,3,219,2026-07-16,Status updated to Charge Sheeted
7303,2592,1,261,2026-05-08,Case registered
7304,2592,2,261,2026-05-17,Investigation taken up
7305,2593,1,45,2025-10-16,Case registered
7306,2593,2,45,2025-11-08,Investigation taken up
7307,2593,3,45,2026-06-14,Status updated to Charge Sheeted
7308,2594,1,67,2026-06-14,Case registered
7309,2595,1,205,2026-05-23,Case registered
7310,2595,2,205,2026-06-18,Investigation taken up
7311,2596,1,392,2024-04-20,Case registered
7312,2596,2,392,2024-05-07,Investigation taken up
7313,2596,4,392,2025-01-02,Status updated to Pending Trial
7314,2597,1,201,2024-12-13,Case registered
7315,2597,2,201,2025-01-03,Investigation taken up
7316,2597,4,201,2025-03-21,Status updated to Pending Trial
7317,2598,1,102,2026-07-10,Case registered
7318,2598,2,102,2026-07-24,Investigation taken up
7319,2599,1,428,2026-02-11,Case registered
7320,2599,2,428,2026-03-06,Investigation taken up
7321,2599,3,428,2026-05-29,Status updated to Charge Sheeted
7322,2600,1,237,2025-03-12,Case registered
7323,2600,2,237,2025-03-17,Investigation taken up
7324,2600,6,237,2025-05-18,Status updated to Closed - Acquitted
7325,2601,1,307,2024-05-13,Case registered
7326,2601,2,307,2024-05-30,Investigation taken up
7327,2601,5,307,2024-09-16,Status updated to Closed - Convicted
7328,2602,1,332,2026-04-06,Case registered
7329,2602,2,332,2026-05-04,Investigation taken up
7330,2603,1,409,2026-05-27,Case registered
7331,2603,2,409,2026-06-20,Investigation taken up
7332,2603,3,409,2026-09-25,Status updated to Charge Sheeted
7333,2604,1,416,2025-12-27,Case registered
7334,2604,2,416,2026-01-26,Investigation taken up
7335,2604,3,416,2026-05-27,Status updated to Charge Sheeted
7336,2605,1,90,2026-05-04,Case registered
7337,2605,2,90,2026-05-19,Investigation taken up
7338,2606,1,345,2025-08-22,Case registered
7339,2606,2,345,2025-09-04,Investigation taken up
7340,2606,4,345,2025-11-16,Status updated to Pending Trial
7341,2607,1,89,2025-11-12,Case registered
7342,2607,2,89,2025-11-24,Investigation taken up
7343,2607,3,89,2026-01-13,Status updated to Charge Sheeted
7344,2608,1,206,2026-04-04,Case registered
7345,2608,2,206,2026-04-13,Investigation taken up
7346,2609,1,98,2025-04-21,Case registered
7347,2609,2,98,2025-05-21,Investigation taken up
7348,2609,4,98,2026-01-24,Status updated to Pending Trial
7349,2610,1,365,2024-10-04,Case registered
7350,2610,2,365,2024-10-20,Investigation taken up
7351,2610,4,365,2025-05-27,Status updated to Pending Trial
7352,2611,1,34,2026-04-01,Case registered
7353,2611,2,34,2026-04-28,Investigation taken up
7354,2612,1,250,2025-03-09,Case registered
7355,2612,2,250,2025-03-29,Investigation taken up
7356,2612,4,250,2025-05-24,Status updated to Pending Trial
7357,2613,1,160,2026-05-10,Case registered
7358,2613,2,160,2026-05-24,Investigation taken up
7359,2613,3,160,2026-10-03,Status updated to Charge Sheeted
7360,2614,1,172,2025-01-12,Case registered
7361,2614,2,172,2025-02-05,Investigation taken up
7362,2614,6,172,2025-04-16,Status updated to Closed - Acquitted
7363,2615,1,422,2025-11-14,Case registered
7364,2615,2,422,2025-12-01,Investigation taken up
7365,2615,3,422,2026-06-07,Status updated to Charge Sheeted
7366,2616,1,208,2025-01-16,Case registered
7367,2616,2,208,2025-02-06,Investigation taken up
7368,2616,5,208,2025-07-16,Status updated to Closed - Convicted
7369,2617,1,276,2025-12-23,Case registered
7370,2617,2,276,2026-01-06,Investigation taken up
7371,2617,4,276,2026-05-08,Status updated to Pending Trial
7372,2618,1,390,2025-08-11,Case registered
7373,2618,2,390,2025-08-28,Investigation taken up
7374,2618,8,390,2026-02-07,Status updated to Closed - Undetected
7375,2619,1,228,2024-12-02,Case registered
7376,2619,2,228,2024-12-16,Investigation taken up
7377,2619,8,228,2025-01-12,Status updated to Closed - Undetected
7378,2620,1,324,2026-03-09,Case registered
7379,2620,2,324,2026-04-02,Investigation taken up
7380,2620,4,324,2026-11-18,Status updated to Pending Trial
7381,2621,1,18,2024-10-15,Case registered
7382,2621,2,18,2024-10-27,Investigation taken up
7383,2621,5,18,2025-04-28,Status updated to Closed - Convicted
7384,2622,1,79,2025-02-28,Case registered
7385,2622,2,79,2025-03-14,Investigation taken up
7386,2622,5,79,2025-06-28,Status updated to Closed - Convicted
7387,2623,1,164,2026-04-12,Case registered
7388,2623,2,164,2026-04-24,Investigation taken up
7389,2624,1,25,2024-04-02,Case registered
7390,2624,2,25,2024-04-10,Investigation taken up
7391,2624,5,25,2024-06-27,Status updated to Closed - Convicted
7392,2625,1,301,2025-06-13,Case registered
7393,2625,2,301,2025-06-30,Investigation taken up
7394,2625,8,301,2026-03-04,Status updated to Closed - Undetected
7395,2626,1,176,2025-11-02,Case registered
7396,2626,2,176,2025-11-10,Investigation taken up
7397,2626,4,176,2026-02-26,Status updated to Pending Trial
7398,2627,1,226,2025-04-14,Case registered
7399,2627,2,226,2025-05-12,Investigation taken up
7400,2627,4,226,2025-10-25,Status updated to Pending Trial
7401,2628,1,45,2024-04-28,Case registered
7402,2628,2,45,2024-05-07,Investigation taken up
7403,2628,5,45,2024-11-21,Status updated to Closed - Convicted
7404,2629,1,130,2024-10-15,Case registered
7405,2629,2,130,2024-11-07,Investigation taken up
7406,2629,5,130,2025-02-14,Status updated to Closed - Convicted
7407,2630,1,400,2026-04-17,Case registered
7408,2630,2,400,2026-05-11,Investigation taken up
7409,2630,3,400,2026-11-18,Status updated to Charge Sheeted
7410,2631,1,87,2024-09-14,Case registered
7411,2631,2,87,2024-09-30,Investigation taken up
7412,2631,5,87,2025-02-10,Status updated to Closed - Convicted
7413,2632,1,171,2026-04-23,Case registered
7414,2632,2,171,2026-05-21,Investigation taken up
7415,2633,1,441,2026-01-26,Case registered
7416,2633,2,441,2026-02-17,Investigation taken up
7417,2633,8,441,2026-03-13,Status updated to Closed - Undetected
7418,2634,1,319,2024-06-08,Case registered
7419,2634,2,319,2024-06-23,Investigation taken up
7420,2634,5,319,2024-12-31,Status updated to Closed - Convicted
7421,2635,1,319,2025-09-02,Case registered
7422,2635,2,319,2025-09-21,Investigation taken up
7423,2635,3,319,2025-10-23,Status updated to Charge Sheeted
7424,2636,1,248,2024-04-15,Case registered
7425,2636,2,248,2024-05-02,Investigation taken up
7426,2636,8,248,2024-07-14,Status updated to Closed - Undetected
7427,2637,1,155,2025-04-24,Case registered
7428,2637,2,155,2025-05-16,Investigation taken up
7429,2637,8,155,2025-06-24,Status updated to Closed - Undetected
7430,2638,1,447,2025-05-04,Case registered
7431,2638,2,447,2025-05-13,Investigation taken up
7432,2638,8,447,2025-08-13,Status updated to Closed - Undetected
7433,2639,1,105,2026-07-10,Case registered
7434,2640,1,427,2025-11-15,Case registered
7435,2640,2,427,2025-12-06,Investigation taken up
7436,2640,3,427,2026-07-10,Status updated to Charge Sheeted
7437,2641,1,104,2026-06-24,Case registered
7438,2641,2,104,2026-07-22,Investigation taken up
7439,2642,1,218,2026-01-18,Case registered
7440,2642,2,218,2026-02-03,Investigation taken up
7441,2642,3,218,2026-08-05,Status updated to Charge Sheeted
7442,2643,1,166,2025-10-11,Case registered
7443,2643,2,166,2025-11-08,Investigation taken up
7444,2643,3,166,2026-03-25,Status updated to Charge Sheeted
7445,2644,1,204,2025-12-02,Case registered
7446,2644,2,204,2025-12-29,Investigation taken up
7447,2644,3,204,2026-03-03,Status updated to Charge Sheeted
7448,2645,1,139,2025-11-07,Case registered
7449,2645,2,139,2025-11-16,Investigation taken up
7450,2645,4,139,2026-04-22,Status updated to Pending Trial
7451,2646,1,141,2025-12-18,Case registered
7452,2646,2,141,2026-01-13,Investigation taken up
7453,2646,4,141,2026-02-20,Status updated to Pending Trial
7454,2647,1,207,2025-02-23,Case registered
7455,2647,2,207,2025-03-22,Investigation taken up
7456,2647,8,207,2025-10-01,Status updated to Closed - Undetected
7457,2648,1,166,2025-10-17,Case registered
7458,2648,2,166,2025-10-28,Investigation taken up
7459,2648,4,166,2026-06-12,Status updated to Pending Trial
7460,2649,1,55,2024-10-08,Case registered
7461,2649,2,55,2024-10-25,Investigation taken up
7462,2649,5,55,2024-11-28,Status updated to Closed - Convicted
7463,2650,1,321,2025-07-13,Case registered
7464,2650,2,321,2025-08-12,Investigation taken up
7465,2650,3,321,2026-04-27,Status updated to Charge Sheeted
7466,2651,1,317,2024-01-23,Case registered
7467,2651,2,317,2024-02-12,Investigation taken up
7468,2651,5,317,2024-06-08,Status updated to Closed - Convicted
7469,2652,1,61,2024-05-23,Case registered
7470,2652,2,61,2024-06-12,Investigation taken up
7471,2652,6,61,2024-07-18,Status updated to Closed - Acquitted
7472,2653,1,439,2024-03-20,Case registered
7473,2653,2,439,2024-04-12,Investigation taken up
7474,2653,8,439,2024-09-09,Status updated to Closed - Undetected
7475,2654,1,62,2024-08-07,Case registered
7476,2654,2,62,2024-09-02,Investigation taken up
7477,2654,6,62,2025-02-17,Status updated to Closed - Acquitted
7478,2655,1,66,2025-01-27,Case registered
7479,2655,2,66,2025-02-21,Investigation taken up
7480,2655,7,66,2025-09-12,Status updated to Closed - False Case
7481,2656,1,250,2024-05-13,Case registered
7482,2656,2,250,2024-06-06,Investigation taken up
7483,2656,6,250,2024-12-07,Status updated to Closed - Acquitted
7484,2657,1,25,2026-03-01,Case registered
7485,2657,2,25,2026-03-11,Investigation taken up
7486,2657,4,25,2026-06-28,Status updated to Pending Trial
7487,2658,1,60,2025-11-10,Case registered
7488,2658,2,60,2025-11-18,Investigation taken up
7489,2658,4,60,2026-05-16,Status updated to Pending Trial
7490,2659,1,194,2025-07-15,Case registered
7491,2659,2,194,2025-08-02,Investigation taken up
7492,2659,3,194,2026-01-08,Status updated to Charge Sheeted
7493,2660,1,161,2026-03-08,Case registered
7494,2660,2,161,2026-03-23,Investigation taken up
7495,2660,8,161,2026-12-04,Status updated to Closed - Undetected
7496,2661,1,162,2025-01-28,Case registered
7497,2661,2,162,2025-02-03,Investigation taken up
7498,2661,5,162,2025-07-21,Status updated to Closed - Convicted
7499,2662,1,58,2024-10-24,Case registered
7500,2662,2,58,2024-11-12,Investigation taken up
7501,2662,6,58,2025-08-06,Status updated to Closed - Acquitted
7502,2663,1,381,2024-10-18,Case registered
7503,2663,2,381,2024-11-04,Investigation taken up
