CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2006,100050030202600012,202600012,2026-06-18,103,30,1,2,7,24,1,9,2026-06-17,2026-06-17,2026-06-18,12.860938,77.591113,"On 2026-06-18, information was received at the station regarding the complainant's personal credentials were misused for financial fraud in Area-11 locality, Bengaluru Urban district. "
2007,100050021202600007,202600007,2026-02-23,69,21,1,2,4,16,8,9,2026-02-21,2026-02-21,2026-02-23,13.003552,77.701486,"On 2026-02-23, information was received at the station regarding the complainant was harassed for dowry by her in-laws in Area-18 locality, Bengaluru Urban district. "
2008,100180080202400005,202400005,2024-01-22,276,80,1,1,2,9,5,35,2024-01-19,2024-01-19,2024-01-22,12.429975,75.621385,"On 2024-01-22, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-13 locality, Kodagu district. Preliminary information suggests a pattern consistent with prior cases in the area."
2009,100270114202500006,202500006,2025-10-14,400,114,1,1,1,1,4,53,2025-10-11,2025-10-11,2025-10-14,13.315108,74.745502,"A complaint was received on 2025-10-14 stating that the victim was found dead under suspicious circumstances near Area-19, Udupi.  Investigation has been initiated by the station."
2010,100010002202600003,202600003,2026-02-01,6,2,1,2,6,22,4,2,2026-02-01,2026-02-01,2026-02-01,16.107189,75.708359,"On 2026-02-01, information was received at the station regarding an unlawful assembly gathered and caused a public disturbance in Area-4 locality, Bagalkot district. "
2011,100030013202500005,202500005,2025-11-22,46,13,1,2,2,6,3,5,2025-11-22,2025-11-22,2025-11-22,15.91135,74.383592,"On 2025-11-22, information was received at the station regarding property belonging to the complainant was stolen in Area-16 locality, Belagavi district. "
2012,100270114202600004,202600004,2026-01-14,401,114,1,2,3,13,3,53,2026-01-11,2026-01-11,2026-01-14,13.372251,74.766918,"A complaint was received on 2026-01-14 stating that funds entrusted to the accused were misappropriated near Area-14, Udupi.  Investigation has been initiated by the station."
2013,100030014202500007,202500007,2025-10-15,49,14,1,2,2,6,3,6,2025-10-12,2025-10-12,2025-10-15,15.828003,74.547449,"On 2025-10-15, the complainant reported that property belonging to the complainant was stolen at Area-7 area of Belagavi.  The matter was registered and taken up for investigation."
2014,100190083202500006,202500006,2025-10-08,284,83,1,2,2,6,8,38,2025-10-05,2025-10-05,2025-10-08,13.23043,78.1033,"On 2025-10-08, information was received at the station regarding property belonging to the complainant was stolen in Area-13 locality, Kolar district. Preliminary information suggests a pattern consistent with prior cases in the area."
2015,100110047202400005,202400005,2024-04-26,160,47,1,2,2,11,5,22,2024-04-25,2024-04-25,2024-04-26,12.80413,74.890339,"A complaint was received on 2024-04-26 stating that the complainant's vehicle was stolen from where it was parked near Area-16, Dakshina Kannada.  Investigation has been initiated by the station."
2016,100170075202500004,202500004,2025-03-19,258,75,1,2,7,23,7,33,2025-03-18,2025-03-18,2025-03-19,17.30068,76.731894,"On 2025-03-19, information was received at the station regarding the complainant lost money through a fraudulent online transaction in Area-12 locality, Kalaburagi district. "
2017,100100045202400004,202400004,2024-07-16,155,45,1,2,7,23,6,20,2024-07-14,2024-07-14,2024-07-16,14.203549,76.346812,"A complaint was received on 2024-07-16 stating that the complainant lost money through a fraudulent online transaction near Area-1, Chitradurga.  Investigation has been initiated by the station."
2018,100110046202500004,202500004,2025-01-12,159,46,1,2,2,6,6,21,2025-01-09,2025-01-09,2025-01-12,12.960757,74.823295,"On 2025-01-12, information was received at the station regarding property belonging to the complainant was stolen in Area-4 locality, Dakshina Kannada district. "
2019,100270114202500007,202500007,2025-11-09,401,114,1,2,2,6,3,53,2025-11-07,2025-11-07,2025-11-09,13.429735,74.792533,"On 2025-11-09, information was received at the station regarding property belonging to the complainant was stolen in Area-11 locality, Udupi district. "
2020,100050023202500006,202500006,2025-08-09,76,23,1,2,3,13,3,9,2025-08-09,2025-08-09,2025-08-09,12.944798,77.588985,"On 2025-08-09, information was received at the station regarding funds entrusted to the accused were misappropriated in Area-16 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
2021,800150067202400002,202400002,2024-02-09,227,67,3,2,3,12,4,29,2024-02-07,2024-02-07,2024-02-09,12.915182,76.013529,"On 2024-02-09, information was received at the station regarding the complainant was cheated of money on false pretences in Area-20 locality, Hassan district. "
2022,100050019202500008,202500008,2025-07-15,63,19,1,2,3,12,3,10,2025-07-13,2025-07-13,2025-07-15,13.068244,77.602766,"On 2025-07-15, the complainant reported that the complainant was cheated of money on false pretences at Area-17 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
2023,100090042202600003,202600003,2026-07-10,145,42,1,2,2,7,1,18,2026-07-10,2026-07-10,2026-07-10,13.381833,75.706789,"On 2026-07-10, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-1 area of Chikkamagaluru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2024,800310124202500001,202500001,2025-10-05,438,124,3,2,2,11,3,62,2025-10-04,2025-10-04,2025-10-05,15.18467,76.434694,"On 2025-10-05, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-9 locality, Vijayanagara district. "
2025,100030015202500008,202500008,2025-05-28,53,15,1,2,2,8,8,5,2025-05-27,2025-05-27,2025-05-28,15.750252,74.589793,"On 2025-05-28, the complainant reported that the complainant was robbed at knifepoint at Area-13 area of Belagavi.  The matter was registered and taken up for investigation."
2026,100020004202600007,202600007,2026-04-26,14,4,1,1,1,1,3,3,2026-04-23,2026-04-23,2026-04-26,15.026431,76.929531,"On 2026-04-26, information was received at the station regarding the victim was found dead under suspicious circumstances in Area-18 locality, Ballari district. "
2027,100040016202400006,202400006,2024-12-10,55,16,1,2,2,11,6,7,2024-12-07,2024-12-07,2024-12-10,13.133717,77.496673,"On 2024-12-10, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-10 locality, Bengaluru Rural district. "
2028,100190083202500007,202500007,2025-06-25,287,83,1,2,1,3,3,38,2025-06-25,2025-06-25,2025-06-25,13.183694,78.229912,"A complaint was received on 2025-06-25 stating that the victim sustained grievous injuries following an altercation near Area-14, Kolar. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
2029,100110046202600008,202600008,2026-07-10,157,46,1,2,2,6,1,21,2026-07-08,2026-07-08,2026-07-10,12.808786,74.992546,"On 2026-07-10, the complainant reported that property belonging to the complainant was stolen at Area-20 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
2030,100020005202400002,202400002,2024-06-06,18,5,1,2,1,3,5,3,2024-06-05,2024-06-05,2024-06-06,15.154184,76.813431,"On 2024-06-06, information was received at the station regarding the victim sustained grievous injuries following an altercation in Area-20 locality, Ballari district. "
2031,100310126202600007,202600007,2026-02-24,446,126,1,2,2,6,3,62,2026-02-21,2026-02-21,2026-02-24,15.341717,76.459046,"On 2026-02-24, information was received at the station regarding property belonging to the complainant was stolen in Area-5 locality, Vijayanagara district. "
2032,100250105202400007,202400007,2024-12-26,371,105,1,2,3,13,8,50,2024-12-26,2024-12-26,2024-12-26,14.010771,75.59447,"On 2024-12-26, the complainant reported that funds entrusted to the accused were misappropriated at Area-19 area of Shivamogga. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2033,100210090202600008,202600008,2026-01-11,313,90,1,1,2,9,8,42,2026-01-08,2026-01-08,2026-01-11,12.611488,76.972981,"On 2026-01-11, the complainant reported that a group of armed persons robbed the complainant's premises at Area-5 area of Mandya.  The matter was registered and taken up for investigation."
2034,100090042202500005,202500005,2025-11-20,145,42,1,2,2,10,8,18,2025-11-17,2025-11-17,2025-11-20,13.248104,75.6662,"On 2025-11-20, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-17 locality, Chikkamagaluru district. "
2035,100120056202600002,202600002,2026-01-22,186,56,1,1,4,18,8,24,2026-01-21,2026-01-21,2026-01-22,14.389125,75.887538,"A complaint was received on 2026-01-22 stating that a sexual offence was reported against the complainant near Area-10, Davanagere. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
2036,300090040202500001,202500001,2025-04-09,138,40,2,1,2,9,5,18,2025-04-09,2025-04-09,2025-04-09,13.212665,75.767183,"On 2025-04-09, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-11 locality, Chikkamagaluru district. "
2037,100100045202600005,202600005,2026-02-04,155,45,1,2,3,12,3,20,2026-02-01,2026-02-01,2026-02-04,14.206838,76.490932,"A complaint was received on 2026-02-04 stating that the complainant was cheated of money on false pretences near Area-17, Chitradurga.  Investigation has been initiated by the station."
2038,100070035202600002,202600002,2026-01-10,124,35,1,1,2,9,3,14,2026-01-07,2026-01-07,2026-01-10,12.025239,77.05238,"On 2026-01-10, the complainant reported that a group of armed persons robbed the complainant's premises at Area-1 area of Chamarajanagar.  The matter was registered and taken up for investigation."
2039,100130060202400003,202400003,2024-02-16,201,60,1,2,4,16,5,26,2024-02-14,2024-02-14,2024-02-16,15.474589,75.005089,"On 2024-02-16, the complainant reported that the complainant was harassed for dowry by her in-laws at Area-8 area of Dharwad.  The matter was registered and taken up for investigation."
2040,100270114202600005,202600005,2026-05-16,400,114,1,2,3,14,3,53,2026-05-16,2026-05-16,2026-05-16,13.435946,74.738107,"On 2026-05-16, information was received at the station regarding counterfeit currency notes were found in circulation in Area-8 locality, Udupi district. Preliminary information suggests a pattern consistent with prior cases in the area."
2041,100050027202500015,202500015,2025-11-22,91,27,1,2,3,12,4,9,2025-11-22,2025-11-22,2025-11-22,12.994666,77.613977,"On 2025-11-22, the complainant reported that the complainant was cheated of money on false pretences at Area-6 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
2042,100020007202500004,202500004,2025-02-01,22,7,1,2,5,19,8,3,2025-02-01,2025-02-01,2025-02-01,15.098652,76.821445,"On 2025-02-01, the complainant reported that narcotic substances were recovered from the accused at Area-5 area of Ballari.  The matter was registered and taken up for investigation."
2043,100110051202400007,202400007,2024-08-21,172,51,1,1,2,9,4,21,2024-08-19,2024-08-19,2024-08-21,12.9707,74.879491,"On 2024-08-21, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-11 locality, Dakshina Kannada district. "
2044,100300123202600001,202600001,2026-03-04,436,123,1,2,4,16,4,60,2026-03-04,2026-03-04,2026-03-04,16.662687,77.110596,"A complaint was received on 2026-03-04 stating that the complainant was harassed for dowry by her in-laws near Area-2, Yadgir.  Investigation has been initiated by the station."
2045,100050025202600010,202600010,2026-07-10,85,25,1,2,2,11,1,9,2026-07-08,2026-07-08,2026-07-10,12.97327,77.599811,"A complaint was received on 2026-07-10 stating that the complainant's vehicle was stolen from where it was parked near Area-9, Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
2046,100220092202600009,202600009,2026-02-18,321,92,1,2,3,14,4,44,2026-02-15,2026-02-15,2026-02-18,12.22687,76.707952,"On 2026-02-18, the complainant reported that counterfeit currency notes were found in circulation at Area-7 area of Mysuru.  The matter was registered and taken up for investigation."
2047,100170076202400004,202400004,2024-11-07,260,76,1,2,2,6,4,34,2024-11-05,2024-11-05,2024-11-07,17.405946,76.940914,"On 2024-11-07, information was received at the station regarding property belonging to the complainant was stolen in Area-10 locality, Kalaburagi district. Preliminary information suggests a pattern consistent with prior cases in the area."
2048,100110048202600009,202600009,2026-06-06,164,48,1,2,6,22,3,22,2026-06-04,2026-06-04,2026-06-06,12.775832,74.888657,"On 2026-06-06, the complainant reported that an unlawful assembly gathered and caused a public disturbance at Area-18 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
2049,100070034202600004,202600004,2026-02-09,117,34,1,2,2,6,8,13,2026-02-07,2026-02-07,2026-02-09,11.937688,76.825711,"On 2026-02-09, the complainant reported that property belonging to the complainant was stolen at Area-19 area of Chamarajanagar. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2050,100260111202600005,202600005,2026-04-18,393,111,1,2,7,26,2,52,2026-04-18,2026-04-18,2026-04-18,13.248844,77.154807,"On 2026-04-18, the complainant reported that the complainant was defrauded after being threatened over a video call impersonating law enforcement at Area-9 area of Tumakuru.  The matter was registered and taken up for investigation."
2051,100110048202500006,202500006,2025-11-12,164,48,1,2,3,12,3,21,2025-11-12,2025-11-12,2025-11-12,12.786422,74.868592,"On 2025-11-12, the complainant reported that the complainant was cheated of money on false pretences at Area-9 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
2052,100050028202500024,202500024,2025-11-02,96,28,1,2,5,19,4,9,2025-10-31,2025-10-31,2025-11-02,12.905812,77.561148,"On 2025-11-02, information was received at the station regarding narcotic substances were recovered from the accused in Area-19 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
2053,100260111202400004,202400004,2024-12-20,393,111,1,2,4,16,7,52,2024-12-19,2024-12-19,2024-12-20,13.398455,77.048773,"On 2024-12-20, the complainant reported that the complainant was harassed for dowry by her in-laws at Area-14 area of Tumakuru.  The matter was registered and taken up for investigation."
2054,100050028202500025,202500025,2025-12-13,96,28,1,2,6,22,4,10,2025-12-11,2025-12-11,2025-12-13,12.97685,77.610802,"A complaint was received on 2025-12-13 stating that an unlawful assembly gathered and caused a public disturbance near Area-5, Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
2055,100220096202500010,202500010,2025-06-07,336,96,1,2,7,23,6,44,2025-06-05,2025-06-05,2025-06-07,12.353402,76.715442,"On 2025-06-07, the complainant reported that the complainant lost money through a fraudulent online transaction at Area-5 area of Mysuru.  The matter was registered and taken up for investigation."
2056,100020009202400003,202400003,2024-10-24,30,9,1,2,4,17,8,3,2024-10-21,2024-10-21,2024-10-24,15.020903,76.807106,"On 2024-10-24, information was received at the station regarding the complainant was molested near a public place in Area-20 locality, Ballari district. "
2057,100250105202400008,202400008,2024-02-17,371,105,1,2,2,8,6,49,2024-02-14,2024-02-14,2024-02-17,13.898397,75.582751,"On 2024-02-17, the complainant reported that the complainant was robbed at knifepoint at Area-19 area of Shivamogga. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2058,100130058202500003,202500003,2025-01-03,194,58,1,2,2,11,8,26,2025-01-02,2025-01-02,2025-01-03,15.464703,74.948554,"On 2025-01-03, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-4 area of Dharwad.  The matter was registered and taken up for investigation."
2059,300220091202400001,202400001,2024-03-11,319,91,2,2,8,28,4,43,2024-03-09,2024-03-09,2024-03-11,12.251704,76.703457,"On 2024-03-11, information was received at the station regarding a person was found dead under circumstances requiring inquest in Area-4 locality, Mysuru district. "
2060,100030015202400007,202400007,2024-03-12,53,15,1,2,3,14,5,6,2024-03-12,2024-03-12,2024-03-12,15.867365,74.384326,"On 2024-03-12, the complainant reported that counterfeit currency notes were found in circulation at Area-18 area of Belagavi. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2061,300210088202500001,202500001,2025-12-04,305,88,2,2,2,6,3,42,2025-12-04,2025-12-04,2025-12-04,12.433798,76.806924,"On 2025-12-04, the complainant reported that property belonging to the complainant was stolen at Area-2 area of Mandya. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2062,100300122202600002,202600002,2026-05-01,432,122,1,2,7,23,3,60,2026-04-28,2026-04-28,2026-05-01,16.725204,77.073928,"On 2026-05-01, information was received at the station regarding the complainant lost money through a fraudulent online transaction in Area-17 locality, Yadgir district. "
2063,100210089202500004,202500004,2025-03-06,307,89,1,1,4,18,8,41,2025-03-06,2025-03-06,2025-03-06,12.440861,76.91837,"On 2025-03-06, the complainant reported that a sexual offence was reported against the complainant at Area-19 area of Mandya. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2064,100010001202500007,202500007,2025-11-13,3,1,1,1,1,1,8,2,2025-11-10,2025-11-10,2025-11-13,16.103626,75.804649,"On 2025-11-13, information was received at the station regarding the victim was found dead under suspicious circumstances in Area-20 locality, Bagalkot district. "
2065,100220096202600009,202600009,2026-06-25,338,96,1,2,2,8,2,43,2026-06-22,2026-06-22,2026-06-25,12.184002,76.625174,"A complaint was received on 2026-06-25 stating that the complainant was robbed at knifepoint near Area-12, Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
2066,100210088202400008,202400008,2024-02-09,302,88,1,2,2,11,5,42,2024-02-08,2024-02-08,2024-02-09,12.430529,76.84699,"On 2024-02-09, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-19 locality, Mandya district. "
2067,100250105202500012,202500012,2025-06-23,371,105,1,2,2,8,3,49,2025-06-23,2025-06-23,2025-06-23,14.014415,75.647561,"On 2025-06-23, the complainant reported that the complainant was robbed at knifepoint at Area-19 area of Shivamogga.  The matter was registered and taken up for investigation."
2068,100230097202400005,202400005,2024-04-01,343,97,1,2,3,13,4,45,2024-03-30,2024-03-30,2024-04-01,16.224799,77.441123,"A complaint was received on 2024-04-01 stating that funds entrusted to the accused were misappropriated near Area-2, Raichur.  Investigation has been initiated by the station."
2069,100260108202400002,202400002,2024-02-06,381,108,1,2,2,6,4,51,2024-02-05,2024-02-05,2024-02-06,13.403173,77.028276,"A complaint was received on 2024-02-06 stating that property belonging to the complainant was stolen near Area-11, Tumakuru.  Investigation has been initiated by the station."
2070,100050029202400016,202400016,2024-03-11,101,29,1,1,1,1,5,10,2024-03-09,2024-03-09,2024-03-11,12.855195,77.6413,"On 2024-03-11, the complainant reported that the victim was found dead under suspicious circumstances at Area-8 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2071,100050020202400012,202400012,2024-04-16,66,20,1,2,3,13,6,9,2024-04-14,2024-04-14,2024-04-16,12.924214,77.583509,"On 2024-04-16, information was received at the station regarding funds entrusted to the accused were misappropriated in Area-9 locality, Bengaluru Urban district. "
2072,100180080202600002,202600002,2026-04-12,275,80,1,2,3,13,3,35,2026-04-09,2026-04-09,2026-04-12,12.407267,75.639024,"A complaint was received on 2026-04-12 stating that funds entrusted to the accused were misappropriated near Area-9, Kodagu.  Investigation has been initiated by the station."
2073,100310126202600008,202600008,2026-05-07,447,126,1,2,4,15,2,62,2026-05-04,2026-05-04,2026-05-07,15.15067,76.50391,"A complaint was received on 2026-05-07 stating that the complainant was subjected to domestic cruelty by family members near Area-5, Vijayanagara.  Investigation has been initiated by the station."
2074,100210088202500006,202500006,2025-10-01,305,88,1,2,2,8,8,41,2025-10-01,2025-10-01,2025-10-01,12.591256,76.931722,"On 2025-10-01, information was received at the station regarding the complainant was robbed at knifepoint in Area-5 locality, Mandya district. "
2075,100220092202600010,202600010,2026-07-10,320,92,1,2,2,10,1,43,2026-07-07,2026-07-07,2026-07-10,12.270111,76.532273,"On 2026-07-10, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-17 area of Mysuru.  The matter was registered and taken up for investigation."
2076,100050023202600005,202600005,2026-03-10,78,23,1,2,7,23,3,9,2026-03-10,2026-03-10,2026-03-10,12.966666,77.584014,"On 2026-03-10, information was received at the station regarding the complainant lost money through a fraudulent online transaction in Area-13 locality, Bengaluru Urban district. "
2077,100240100202400009,202400009,2024-07-08,351,100,1,2,2,8,4,48,2024-07-06,2024-07-06,2024-07-08,12.64966,77.283128,"On 2024-07-08, information was received at the station regarding the complainant was robbed at knifepoint in Area-8 locality, Ramanagara district. "
2078,100050022202500011,202500011,2025-04-17,73,22,1,1,5,20,5,10,2025-04-15,2025-04-15,2025-04-17,12.9714,77.478016,"On 2025-04-17, information was received at the station regarding a narcotics trafficking network was uncovered during a routine check in Area-19 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
2079,100110049202400006,202400006,2024-11-08,166,49,1,2,7,26,7,22,2024-11-05,2024-11-05,2024-11-08,12.882696,74.883953,"A complaint was received on 2024-11-08 stating that the complainant was defrauded after being threatened over a video call impersonating law enforcement near Area-1, Dakshina Kannada. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
2080,100050030202500016,202500016,2025-05-13,103,30,1,1,1,1,6,10,2025-05-12,2025-05-12,2025-05-13,12.870183,77.493812,"On 2025-05-13, information was received at the station regarding the victim was found dead under suspicious circumstances in Area-19 locality, Bengaluru Urban district. "
2081,100300121202400002,202400002,2024-07-26,428,121,1,2,3,14,5,60,2024-07-26,2024-07-26,2024-07-26,16.867261,77.235659,"On 2024-07-26, the complainant reported that counterfeit currency notes were found in circulation at Area-11 area of Yadgir.  The matter was registered and taken up for investigation."
2082,100300121202500005,202500005,2025-04-28,427,121,1,2,7,25,8,60,2025-04-25,2025-04-25,2025-04-28,16.788195,77.19077,"On 2025-04-28, information was received at the station regarding the complainant was repeatedly harassed online by an unknown person in Area-7 locality, Yadgir district. "
2083,100050019202500009,202500009,2025-12-19,63,19,1,2,2,7,8,10,2025-12-19,2025-12-19,2025-12-19,12.946798,77.60198,"On 2025-12-19, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-10 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
2084,100020007202500005,202500005,2025-04-06,23,7,1,1,2,9,5,3,2025-04-03,2025-04-03,2025-04-06,15.122801,76.852833,"On 2025-04-06, the complainant reported that a group of armed persons robbed the complainant's premises at Area-1 area of Ballari.  The matter was registered and taken up for investigation."
2085,100280117202500004,202500004,2025-03-15,413,117,1,2,2,7,8,56,2025-03-14,2025-03-14,2025-03-15,14.759403,74.644693,"On 2025-03-15, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-1 area of Uttara Kannada.  The matter was registered and taken up for investigation."
2086,100050027202400009,202400009,2024-05-23,91,27,1,2,1,5,6,9,2024-05-23,2024-05-23,2024-05-23,12.955995,77.573458,"A complaint was received on 2024-05-23 stating that a person was reported missing under suspicious circumstances suggesting abduction near Area-6, Bengaluru Urban.  Investigation has been initiated by the station."
2087,100260107202600003,202600003,2026-05-16,379,107,1,2,3,14,3,51,2026-05-16,2026-05-16,2026-05-16,13.278483,77.015758,"On 2026-05-16, the complainant reported that counterfeit currency notes were found in circulation at Area-2 area of Tumakuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2088,100050027202600011,202600011,2026-05-26,94,27,1,2,2,10,2,9,2026-05-24,2026-05-24,2026-05-26,12.974772,77.57888,"On 2026-05-26, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-5 locality, Bengaluru Urban district. "
2089,100170075202400005,202400005,2024-11-10,256,75,1,1,2,9,4,33,2024-11-08,2024-11-08,2024-11-10,17.245306,76.936547,"On 2024-11-10, the complainant reported that a group of armed persons robbed the complainant's premises at Area-8 area of Kalaburagi.  The matter was registered and taken up for investigation."
2090,100050020202400013,202400013,2024-06-10,66,20,1,2,2,11,5,9,2024-06-09,2024-06-09,2024-06-10,12.959963,77.570837,"On 2024-06-10, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-3 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
2091,100050030202600013,202600013,2026-07-10,102,30,1,2,2,6,2,10,2026-07-07,2026-07-07,2026-07-10,12.946117,77.575173,"On 2026-07-10, information was received at the station regarding property belonging to the complainant was stolen in Area-11 locality, Bengaluru Urban district. "
2092,100200087202500006,202500006,2025-10-02,298,87,1,2,3,14,3,39,2025-09-30,2025-09-30,2025-10-02,15.34527,76.06465,"A complaint was received on 2025-10-02 stating that counterfeit currency notes were found in circulation near Area-19, Koppal.  Investigation has been initiated by the station."
2093,100130061202500003,202500003,2025-08-01,206,61,1,1,2,9,4,26,2025-07-31,2025-07-31,2025-08-01,15.483496,74.906434,"On 2025-08-01, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-11 locality, Dharwad district. "
2094,100150069202600009,202600009,2026-04-05,235,69,1,2,2,8,2,30,2026-04-02,2026-04-02,2026-04-05,13.026919,76.14005,"On 2026-04-05, information was received at the station regarding the complainant was robbed at knifepoint in Area-1 locality, Hassan district. "
2095,100030012202400006,202400006,2024-08-28,42,12,1,1,4,18,8,6,2024-08-28,2024-08-28,2024-08-28,15.75688,74.410685,"On 2024-08-28, the complainant reported that a sexual offence was reported against the complainant at Area-6 area of Belagavi.  The matter was registered and taken up for investigation."
2096,100050026202500011,202500011,2025-11-09,90,26,1,2,2,7,4,10,2025-11-06,2025-11-06,2025-11-09,13.062505,77.545731,"A complaint was received on 2025-11-09 stating that the complainant's house was broken into and valuables were stolen near Area-5, Bengaluru Urban.  Investigation has been initiated by the station."
2097,100040016202400007,202400007,2024-07-23,56,16,1,2,5,19,4,8,2024-07-20,2024-07-20,2024-07-23,13.125899,77.590696,"On 2024-07-23, information was received at the station regarding narcotic substances were recovered from the accused in Area-13 locality, Bengaluru Rural district. "
2098,100050030202400008,202400008,2024-08-24,105,30,1,2,2,11,4,9,2024-08-23,2024-08-23,2024-08-24,13.026997,77.505171,"A complaint was received on 2024-08-24 stating that the complainant's vehicle was stolen from where it was parked near Area-15, Bengaluru Urban.  Investigation has been initiated by the station."
2099,100030011202400005,202400005,2024-11-25,36,11,1,2,4,15,5,5,2024-11-25,2024-11-25,2024-11-25,15.820515,74.462035,"On 2024-11-25, information was received at the station regarding the complainant was subjected to domestic cruelty by family members in Area-14 locality, Belagavi district. Preliminary information suggests a pattern consistent with prior cases in the area."
2100,100310125202500011,202500011,2025-06-02,441,125,1,2,8,27,4,61,2025-06-01,2025-06-01,2025-06-02,15.323638,76.536308,"A complaint was received on 2025-06-02 stating that a family member has been missing since the reported date near Area-9, Vijayanagara.  Investigation has been initiated by the station."
2101,100150069202400006,202400006,2024-02-13,235,69,1,2,1,5,5,29,2024-02-12,2024-02-12,2024-02-13,13.04832,76.09693,"On 2024-02-13, the complainant reported that a person was reported missing under suspicious circumstances suggesting abduction at Area-14 area of Hassan.  The matter was registered and taken up for investigation."
2102,100110048202600010,202600010,2026-05-24,164,48,1,2,2,7,2,21,2026-05-21,2026-05-21,2026-05-24,12.773133,74.862686,"On 2026-05-24, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-3 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
2103,100310124202400006,202400006,2024-05-10,440,124,1,2,3,13,5,62,2024-05-10,2024-05-10,2024-05-10,15.163501,76.508047,"A complaint was received on 2024-05-10 stating that funds entrusted to the accused were misappropriated near Area-2, Vijayanagara. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
2104,100120055202500001,202500001,2025-08-01,184,55,1,2,2,11,3,23,2025-07-30,2025-07-30,2025-08-01,14.346489,75.877877,"On 2025-08-01, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-10 area of Davanagere. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
2105,100030014202500008,202500008,2025-09-11,48,14,1,2,2,8,8,6,2025-09-10,2025-09-10,2025-09-11,15.842315,74.547865,"On 2025-09-11, information was received at the station regarding the complainant was robbed at knifepoint in Area-3 locality, Belagavi district. Preliminary information suggests a pattern consistent with prior cases in the area."
2106,100260109202500008,202500008,2025-07-05,386,109,1,2,1,5,4,51,2025-07-02,2025-07-02,2025-07-05,13.413608,77.12117,"A complaint was received on 2025-07-05 stating that a person was reported missing under suspicious circumstances suggesting abduction near Area-1, Tumakuru.  Investigation has been initiated by the station."
2107,100080039202400001,202400001,2024-03-26,135,39,1,2,3,12,8,16,2024-03-24,2024-03-24,2024-03-26,13.342152,77.611246,"On 2024-03-26, information was received at the station regarding the complainant was cheated of money on false pretences in Area-8 locality, Chikkaballapur district. "
